prompt_id,category,difficulty,persona,difficulty_rationale,category_rationale
P003359,Real Estate Analysis,2,Macro Analyst,,
P003360,Real Estate Analysis,2,Portfolio Manager,,
P003361,Real Estate Analysis,2,Risk Manager,,
P003362,Real Estate Analysis,3,Portfolio Manager,,
P003363,Real Estate Analysis,3,Macro Analyst,,
P003364,Real Estate Analysis,3,Quant,,
P003365,Real Estate Analysis,4,Portfolio Manager,,
P003366,Real Estate Analysis,4,Macro Analyst,,
P003367,Real Estate Analysis,4,Risk Manager,,
P003368,Real Estate Analysis,5,Portfolio Manager,,
P003369,Real Estate Analysis,5,Research Analyst,,
P003370,Real Estate Analysis,5,Macro Analyst,,
P003371,Regulatory Compliance,1,Risk Manager,,
P003372,Regulatory Compliance,1,Macro Analyst,,
P003373,Regulatory Compliance,1,Portfolio Manager,,
P003374,Regulatory Compliance,2,Risk Manager,,
P003375,Regulatory Compliance,2,Research Analyst,,
P003376,Regulatory Compliance,2,Portfolio Manager,,
P003377,Regulatory Compliance,3,Risk Manager,,
P003378,Regulatory Compliance,3,Macro Analyst,,
P003379,Regulatory Compliance,3,Quant,,
P003380,Regulatory Compliance,4,Portfolio Manager,,
P003381,Regulatory Compliance,4,Macro Analyst,,
P003382,Regulatory Compliance,4,Risk Manager,,
P003383,Regulatory Compliance,5,Risk Manager,,
P003384,Regulatory Compliance,5,Macro Analyst,,
P003385,Regulatory Compliance,5,Quant,,
P003386,backtesting,1,Macro Analyst,,
P003387,backtesting,1,Spot Trader,,
P003388,backtesting,2,Spot Trader,,
P003389,backtesting,2,Research Analyst,,
P003390,backtesting,3,Macro Analyst,,
P003391,backtesting,3,Research Analyst,,
P003392,backtesting,4,Risk Manager,,
P003393,backtesting,4,Macro Analyst,,
P003394,backtesting,5,Macro Analyst,,
P003395,backtesting,5,Portfolio Manager,,
P003396,basis_cross_currency,1,Spot Trader,,
P003397,basis_cross_currency,1,Macro Analyst,,
P003398,basis_cross_currency,2,Macro Analyst,,
P003399,basis_cross_currency,2,Portfolio Manager,,
P003400,basis_cross_currency,3,Quant,,
P003401,basis_cross_currency,3,Macro Analyst,,
P003402,basis_cross_currency,4,Macro Analyst,,
P003403,basis_cross_currency,4,Quant,,
P003404,basis_cross_currency,5,Macro Analyst,,
P003405,basis_cross_currency,5,Risk Manager,,
P003406,carry_roll_analysis,1,Spot Trader,,
P003407,carry_roll_analysis,1,Macro Analyst,,
P003408,carry_roll_analysis,2,Spot Trader,,
P003409,carry_roll_analysis,2,Quant,,
P003410,carry_roll_analysis,3,Portfolio Manager,,
P003411,carry_roll_analysis,3,Risk Manager,,
P003412,carry_roll_analysis,4,Portfolio Manager,,
P003413,carry_roll_analysis,4,Quant,,
P003414,carry_roll_analysis,5,Portfolio Manager,,
P003415,carry_roll_analysis,5,Macro Analyst,,
P003416,data_quality_reconciliation,1,Research Analyst,,
P003417,data_quality_reconciliation,1,Quant,,
P003418,data_quality_reconciliation,2,Quant,,
P003419,data_quality_reconciliation,2,Risk Manager,,
P003420,data_quality_reconciliation,3,Portfolio Manager,,
P003421,data_quality_reconciliation,3,Quant,,
P003422,data_quality_reconciliation,4,Quant,,
P003423,data_quality_reconciliation,4,Macro Analyst,,
P003424,data_quality_reconciliation,5,Risk Manager,,
P003425,data_quality_reconciliation,5,Portfolio Manager,,
P003426,event_risk_calendar,1,Macro Analyst,,
P003427,event_risk_calendar,1,Research Analyst,,
P003428,event_risk_calendar,2,Research Analyst,,
P003429,event_risk_calendar,2,Event Trader,,
P003430,event_risk_calendar,3,Macro Analyst,,
P003431,event_risk_calendar,3,Event Trader,,
P003432,event_risk_calendar,4,Risk Manager,,
P003433,event_risk_calendar,4,Event Trader,,
P003434,event_risk_calendar,5,Macro Analyst,,
P003435,event_risk_calendar,5,Research Analyst,,
P003436,execution_microstructure,1,Spot Trader,,
P003437,execution_microstructure,1,Risk Manager,,
P003438,execution_microstructure,2,Spot Trader,,
P003439,execution_microstructure,2,Risk Manager,,
P003440,execution_microstructure,3,Spot Trader,,
P003441,execution_microstructure,3,Options Trader,,
P003442,execution_microstructure,4,Quant,,
P003443,execution_microstructure,4,Spot Trader,,
P003444,execution_microstructure,5,Quant,,
P003445,execution_microstructure,5,Risk Manager,,
P003446,hedging,1,Portfolio Manager,,
P003447,hedging,1,Options Trader,,
P003448,hedging,2,Portfolio Manager,,
P003449,hedging,2,Spot Trader,,
P003450,hedging,3,Macro Analyst,,
P003451,hedging,3,Portfolio Manager,,
P003452,hedging,4,Portfolio Manager,,
P003453,hedging,4,Macro Analyst,,
P003454,hedging,5,Portfolio Manager,,
P003455,hedging,5,Risk Manager,,
P003456,historical_pricing,1,Spot Trader,,
P003457,historical_pricing,1,Portfolio Manager,,
P003458,historical_pricing,2,Spot Trader,,
P003459,historical_pricing,2,Risk Manager,,
P003460,historical_pricing,3,Macro Analyst,,
P003461,historical_pricing,3,Portfolio Manager,,
P003462,historical_pricing,4,Vol RV Trader,,
P003463,historical_pricing,4,Portfolio Manager,,
P003464,historical_pricing,5,Portfolio Manager,,
P003465,historical_pricing,5,Macro Analyst,,
P003466,historical_query,1,Spot Trader,,
P003467,historical_query,1,Research Analyst,,
P003468,historical_query,2,Macro Analyst,,
P003469,historical_query,2,Risk Manager,,
P003470,historical_query,3,Quant,,
P003471,historical_query,3,Macro Analyst,,
P003472,historical_query,4,Macro Analyst,,
P003473,historical_query,4,Risk Manager,,
P003474,historical_query,5,Macro Analyst,,
P003475,historical_query,5,Risk Manager,,
P003476,liquidity_transaction_cost,1,Spot Trader,,
P003477,liquidity_transaction_cost,1,Portfolio Manager,,
P003478,liquidity_transaction_cost,2,Spot Trader,,
P003479,liquidity_transaction_cost,2,Portfolio Manager,,
P003480,liquidity_transaction_cost,3,Macro Analyst,,
P003481,liquidity_transaction_cost,3,Portfolio Manager,,
P003482,liquidity_transaction_cost,4,Risk Manager,,
P003483,liquidity_transaction_cost,4,Spot Trader,,
P003484,liquidity_transaction_cost,5,Risk Manager,,
P003485,liquidity_transaction_cost,5,Macro Analyst,,
P003486,market_query,1,Macro Analyst,,
P003487,market_query,1,Spot Trader,,
P003488,market_query,2,Macro Analyst,,
P003489,market_query,2,Quant,,
P003490,market_query,3,Macro Analyst,,
P003491,market_query,3,Quant,,
P003492,market_query,4,Macro Analyst,,
P003493,market_query,4,Risk Manager,,
P003494,market_query,5,Portfolio Manager,,
P003495,market_query,5,Quant,,
P003496,ops_workflow_query,1,Spot Trader,,
P003497,ops_workflow_query,1,Research Analyst,,
P003498,ops_workflow_query,2,Macro Analyst,,
P003499,ops_workflow_query,2,FX Trader,,
P003500,ops_workflow_query,3,Spot Trader,,
P003501,ops_workflow_query,3,Quant,,
P003502,ops_workflow_query,4,Portfolio Manager,,
P003503,ops_workflow_query,4,Risk Manager,,
P003504,ops_workflow_query,5,Macro Analyst,,
P003505,ops_workflow_query,5,Portfolio Manager,,
P003506,pnl_attribution,1,Spot Trader,,
P003507,pnl_attribution,1,Portfolio Manager,,
P003508,pnl_attribution,2,Portfolio Manager,,
P003509,pnl_attribution,2,Macro Analyst,,
P003510,pnl_attribution,3,Risk Manager,,
P003511,pnl_attribution,3,Portfolio Manager,,
P003512,pnl_attribution,4,Macro Analyst,,
P003513,pnl_attribution,4,Risk Manager,,
P003514,pnl_attribution,5,Portfolio Manager,,
P003515,pnl_attribution,5,Research Analyst,,
P003516,portfolio_analytics,1,Portfolio Manager,,
P003517,portfolio_analytics,1,Risk Manager,,
P003518,portfolio_analytics,2,Macro Analyst,,
P003519,portfolio_analytics,2,Portfolio Manager,,
P003520,portfolio_analytics,3,Macro Analyst,,
P003521,portfolio_analytics,3,Quant,,
P003522,portfolio_analytics,4,Macro Analyst,,
P003523,portfolio_analytics,4,Risk Manager,,
P003524,portfolio_analytics,5,Portfolio Manager,,
P003525,portfolio_analytics,5,Macro Analyst,,
P003526,pricing,1,Spot Trader,,
P003527,pricing,1,Research Analyst,,
P003528,pricing,2,Options Trader,,
P003529,pricing,2,Spot Trader,,
P003530,pricing,3,Vol RV Trader,,
P003531,pricing,3,Research Analyst,,
P003532,pricing,4,Quant,,
P003533,pricing,4,Risk Manager,,
P003534,pricing,5,Macro Analyst,,
P003535,pricing,5,Quant,,
P003536,rates_fx_linked_analysis,1,Macro Analyst,,
P003537,rates_fx_linked_analysis,1,Spot Trader,,
P003538,rates_fx_linked_analysis,2,Macro Analyst,,
P003539,rates_fx_linked_analysis,2,Spot Trader,,
P003540,rates_fx_linked_analysis,3,Macro Analyst,,
P003541,rates_fx_linked_analysis,3,Risk Manager,,
P003542,rates_fx_linked_analysis,4,Macro Analyst,,
P003543,rates_fx_linked_analysis,4,Portfolio Manager,,
P003544,rates_fx_linked_analysis,5,Quant,,
P003545,rates_fx_linked_analysis,5,Macro Analyst,,
P003546,relative_value,1,Research Analyst,,
P003547,relative_value,1,Macro Analyst,,
P003548,relative_value,2,RV Trader,,
P003549,relative_value,2,Quant,,
P003550,relative_value,3,RV Trader,,
P003551,relative_value,3,Macro Analyst,,
P003552,relative_value,4,RV Trader,,
P003553,relative_value,4,Macro Analyst,,
P003554,relative_value,5,Macro Analyst,,
P003555,relative_value,5,RV Trader,,
P003556,risk_greeks,1,Risk Manager,,
P003557,risk_greeks,1,Options Trader,,
P003558,risk_greeks,2,Options Trader,,
P003559,risk_greeks,2,Macro Analyst,,
P003560,risk_greeks,3,Risk Manager,,
P003561,risk_greeks,3,Options Trader,,
P003562,risk_greeks,4,Options Trader,,
P003563,risk_greeks,4,Risk Manager,,
P003564,risk_greeks,5,Risk Manager,,
P003565,risk_greeks,5,Quant,,
P003566,scenario_analysis,1,Portfolio Manager,,
P003567,scenario_analysis,1,Macro Analyst,,
P003568,scenario_analysis,2,Macro Analyst,,
P003569,scenario_analysis,2,Research Analyst,,
P003570,scenario_analysis,3,Macro Analyst,,
P003571,scenario_analysis,3,Risk Manager,,
P003572,scenario_analysis,4,Macro Analyst,,
P003573,scenario_analysis,4,Risk Manager,,
P003574,scenario_analysis,5,Macro Analyst,,
P003575,scenario_analysis,5,Portfolio Manager,,
P003576,trade_discovery,1,Research Analyst,,
P003577,trade_discovery,1,Macro Analyst,,
P003578,trade_discovery,2,Spot Trader,,
P003579,trade_discovery,2,Macro Analyst,,
P003580,trade_discovery,3,Macro Analyst,,
P003581,trade_discovery,3,RV Trader,,
P003582,trade_discovery,4,Macro Analyst,,
P003583,trade_discovery,4,Vol RV Trader,,
P003584,trade_discovery,5,Macro Analyst,,
P003585,trade_discovery,5,Risk Manager,,
P003586,vol_surface_analysis,1,Vol RV Trader,,
P003587,vol_surface_analysis,1,Research Analyst,,
P003588,vol_surface_analysis,2,Options Trader,,
P003589,vol_surface_analysis,2,Vol RV Trader,,
P003590,vol_surface_analysis,3,Vol RV Trader,,
P003591,vol_surface_analysis,3,Options Trader,,
P003592,vol_surface_analysis,4,Vol RV Trader,,
P003593,vol_surface_analysis,4,Quant,,
P003594,vol_surface_analysis,5,Vol RV Trader,,
P003595,vol_surface_analysis,5,Quant,,
P003596,Alternative Data Analysis,1,Research Analyst,,
P003597,Alternative Data Analysis,1,Macro Analyst,,
P003598,Alternative Data Analysis,2,Research Analyst,,
P003599,Alternative Data Analysis,2,Macro Analyst,,
P003600,Alternative Data Analysis,3,Quant,,
P003601,Alternative Data Analysis,3,Research Analyst,,
P003602,Alternative Data Analysis,4,Macro Analyst,,
P003603,Alternative Data Analysis,4,Quant,,
P003604,Alternative Data Analysis,5,Quant,,
P003605,Alternative Data Analysis,5,Macro Analyst,,
P003606,Behavioral Finance Analysis,1,Macro Analyst,,
P003607,Behavioral Finance Analysis,1,Risk Manager,,
P003608,Behavioral Finance Analysis,1,Research Analyst,,
P003609,Behavioral Finance Analysis,2,Portfolio Manager,,
P003610,Behavioral Finance Analysis,2,Research Analyst,,
P003611,Behavioral Finance Analysis,2,Macro Analyst,,
P003612,Behavioral Finance Analysis,3,Portfolio Manager,,
P003613,Behavioral Finance Analysis,3,Research Analyst,,
P003614,Behavioral Finance Analysis,3,Macro Analyst,,
P003615,Behavioral Finance Analysis,4,Quant,,
P003616,Behavioral Finance Analysis,4,Macro Analyst,,
P003617,Behavioral Finance Analysis,4,Risk Manager,,
P003618,Behavioral Finance Analysis,5,Risk Manager,,
P003619,Behavioral Finance Analysis,5,Quant,,
P003620,Behavioral Finance Analysis,5,Research Analyst,,
P003621,Commodity Trading Analysis,1,Spot Trader,,
P003622,Commodity Trading Analysis,1,Research Analyst,,
P003623,Commodity Trading Analysis,1,Options Trader,,
P003624,Commodity Trading Analysis,2,Macro Analyst,,
P003625,Commodity Trading Analysis,2,Research Analyst,,
P003626,Commodity Trading Analysis,2,Portfolio Manager,,
P003627,Commodity Trading Analysis,3,Commodity Trader,,
P003628,Commodity Trading Analysis,3,Macro Analyst,,
P003629,Commodity Trading Analysis,3,Research Analyst,,
P003630,Commodity Trading Analysis,4,Quant,,
P003631,Commodity Trading Analysis,4,Macro Analyst,,
P003632,Commodity Trading Analysis,4,Portfolio Manager,,
P003633,Commodity Trading Analysis,5,Portfolio Manager,,
P003634,Commodity Trading Analysis,5,Research Analyst,,
P003635,Commodity Trading Analysis,5,Macro Analyst,,
P003636,Credit Risk Analysis,1,Risk Manager,,
P003637,Credit Risk Analysis,1,Research Analyst,,
P003638,Credit Risk Analysis,2,Risk Manager,,
P003639,Credit Risk Analysis,2,Research Analyst,,
P003640,Credit Risk Analysis,3,Macro Analyst,,
P003641,Credit Risk Analysis,3,Risk Manager,,
P003642,Credit Risk Analysis,4,Risk Manager,,
P003643,Credit Risk Analysis,4,Macro Analyst,,
P003644,Credit Risk Analysis,5,Risk Manager,,
P003645,Credit Risk Analysis,5,Research Analyst,,
P003646,Cryptocurrency Analysis,1,Research Analyst,,
P003647,Cryptocurrency Analysis,1,Spot Trader,,
P003648,Cryptocurrency Analysis,2,Research Analyst,,
P003649,Cryptocurrency Analysis,2,Macro Analyst,,
P003650,Cryptocurrency Analysis,3,Macro Analyst,,
P003651,Cryptocurrency Analysis,3,Quant,,
P003652,Cryptocurrency Analysis,4,Portfolio Manager,,
P003653,Cryptocurrency Analysis,4,Quant,,
P003654,Cryptocurrency Analysis,5,Portfolio Manager,,
P003655,Cryptocurrency Analysis,5,Macro Analyst,,
P003656,Digital Assets,1,Research Analyst,,
P003657,Digital Assets,1,Spot Trader,,
P003658,Digital Assets,1,Macro Analyst,,
P003659,Digital Assets,2,Macro Analyst,,
P003660,Digital Assets,2,Spot Trader,,
P003661,Digital Assets,2,Research Analyst,,
P003662,Digital Assets,3,Quant,,
P003663,Digital Assets,3,Portfolio Manager,,
P003664,Digital Assets,3,Macro Analyst,,
P003665,Digital Assets,4,Portfolio Manager,,
P003666,Digital Assets,4,Risk Manager,,
P003667,Digital Assets,4,Quant,,
P003668,Digital Assets,5,Portfolio Manager,,
P003669,Digital Assets,5,Macro Analyst,,
P003670,Digital Assets,5,Quant,,
P003671,ESG Analysis,1,Macro Analyst,,
P003672,ESG Analysis,1,Portfolio Manager,,
P003673,ESG Analysis,2,Macro Analyst,,
P003674,ESG Analysis,2,Research Analyst,,
P003675,ESG Analysis,3,Research Analyst,,
P003676,ESG Analysis,3,Macro Analyst,,
P003677,ESG Analysis,4,Portfolio Manager,,
P003678,ESG Analysis,4,Risk Manager,,
P003679,ESG Analysis,5,Research Analyst,,
P003680,ESG Analysis,5,Portfolio Manager,,
P003681,Emerging Markets Analysis,1,Portfolio Manager,,
P003682,Emerging Markets Analysis,1,Macro Analyst,,
P003683,Emerging Markets Analysis,1,Research Analyst,,
P003684,Emerging Markets Analysis,2,Macro Analyst,,
P003685,Emerging Markets Analysis,2,Portfolio Manager,,
P003686,Emerging Markets Analysis,2,Research Analyst,,
P003687,Emerging Markets Analysis,3,Research Analyst,,
P003688,Emerging Markets Analysis,3,Risk Manager,,
P003689,Emerging Markets Analysis,3,Macro Analyst,,
P003690,Emerging Markets Analysis,4,Macro Analyst,,
P003691,Emerging Markets Analysis,4,Portfolio Manager,,
P003692,Emerging Markets Analysis,4,Risk Manager,,
P003693,Emerging Markets Analysis,5,Macro Analyst,,
P003694,Emerging Markets Analysis,5,Portfolio Manager,,
P003695,Emerging Markets Analysis,5,Risk Manager,,
P003696,Fintech Innovations,1,Research Analyst,,
P003697,Fintech Innovations,1,Portfolio Manager,,
P003698,Fintech Innovations,1,Macro Analyst,,
P003699,Fintech Innovations,2,Research Analyst,,
P003700,Fintech Innovations,2,Macro Analyst,,
P003701,Fintech Innovations,2,Quant,,
P003702,Fintech Innovations,3,Quant,,
P003703,Fintech Innovations,3,Macro Analyst,,
P003704,Fintech Innovations,3,Research Analyst,,
P003705,Fintech Innovations,4,Quant,,
P003706,Fintech Innovations,4,Portfolio Manager,,
P003707,Fintech Innovations,4,Risk Manager,,
P003708,Fintech Innovations,5,Quant,,
P003709,Fintech Innovations,5,Macro Analyst,,
P003710,Fintech Innovations,5,Research Analyst,,
P003711,Geopolitical Risk,1,Macro Analyst,,
P003712,Geopolitical Risk,1,Research Analyst,,
P003713,Geopolitical Risk,2,Macro Analyst,,
P003714,Geopolitical Risk,2,Portfolio Manager,,
P003715,Geopolitical Risk,3,Macro Analyst,,
P003716,Geopolitical Risk,3,Research Analyst,,
P003717,Geopolitical Risk,4,Macro Analyst,,
P003718,Geopolitical Risk,4,Risk Manager,,
P003719,Geopolitical Risk,5,Macro Analyst,,
P003720,Geopolitical Risk,5,Risk Manager,,
P003721,Infrastructure Investment Analysis,1,Macro Analyst,,
P003722,Infrastructure Investment Analysis,1,Research Analyst,,
P003723,Infrastructure Investment Analysis,1,Quant,,
P003724,Infrastructure Investment Analysis,2,Macro Analyst,,
P003725,Infrastructure Investment Analysis,2,Research Analyst,,
P003726,Infrastructure Investment Analysis,2,Portfolio Manager,,
P003727,Infrastructure Investment Analysis,3,Portfolio Manager,,
P003728,Infrastructure Investment Analysis,3,Research Analyst,,
P003729,Infrastructure Investment Analysis,3,Macro Analyst,,
P003730,Infrastructure Investment Analysis,4,Macro Analyst,,
P003731,Infrastructure Investment Analysis,4,Research Analyst,,
P003732,Infrastructure Investment Analysis,4,Quant,,
P003733,Infrastructure Investment Analysis,5,Portfolio Manager,,
P003734,Infrastructure Investment Analysis,5,Macro Analyst,,
P003735,Infrastructure Investment Analysis,5,Risk Manager,,
P003736,Interest Rate Swaps,1,Spot Trader,,
P003737,Interest Rate Swaps,1,Research Analyst,,
P003738,Interest Rate Swaps,2,Macro Analyst,,
P003739,Interest Rate Swaps,2,Quant,,
P003740,Interest Rate Swaps,3,Macro Analyst,,
P003741,Interest Rate Swaps,3,Risk Manager,,
P003742,Interest Rate Swaps,4,Quant,,
P003743,Interest Rate Swaps,4,Risk Manager,,
P003744,Interest Rate Swaps,5,Portfolio Manager,,
P003745,Interest Rate Swaps,5,Macro Analyst,,
P003746,Machine Learning/AI Analysis,1,Quant,,
P003747,Machine Learning/AI Analysis,1,Research Analyst,,
P003748,Machine Learning/AI Analysis,2,Macro Analyst,,
P003749,Machine Learning/AI Analysis,2,Research Analyst,,
P003750,Machine Learning/AI Analysis,3,Macro Analyst,,
P003751,Machine Learning/AI Analysis,3,Quant,,
P003752,Machine Learning/AI Analysis,4,Quant,,
P003753,Machine Learning/AI Analysis,4,Macro Analyst,,
P003754,Machine Learning/AI Analysis,5,Quant,,
P003755,Machine Learning/AI Analysis,5,Risk Manager,,
P003756,Quantitative Risk Management,1,Risk Manager,,
P003757,Quantitative Risk Management,1,Quant,,
P003758,Quantitative Risk Management,1,Portfolio Manager,,
P003759,Quantitative Risk Management,2,Risk Manager,,
P003760,Quantitative Risk Management,2,Quant,,
P003761,Quantitative Risk Management,2,Macro Analyst,,
P003762,Quantitative Risk Management,3,Quant,,
P003763,Quantitative Risk Management,3,Risk Manager,,
P003764,Quantitative Risk Management,3,Macro Analyst,,
P003765,Quantitative Risk Management,4,Risk Manager,,
P003766,Quantitative Risk Management,4,Quant,,
P003767,Quantitative Risk Management,4,Macro Analyst,,
P003768,Quantitative Risk Management,5,Risk Manager,,
P003769,Quantitative Risk Management,5,Quant,,
P003770,Quantitative Risk Management,5,Portfolio Manager,,
P003771,Real Estate Analysis,1,Research Analyst,,
P003772,Real Estate Analysis,1,Macro Analyst,,
P003773,Real Estate Analysis,1,Portfolio Manager,,
P003774,Real Estate Analysis,2,Research Analyst,,
P003775,Real Estate Analysis,2,Macro Analyst,,
P003776,Real Estate Analysis,2,Portfolio Manager,,
P003777,Real Estate Analysis,3,Research Analyst,,
P003778,Real Estate Analysis,3,Portfolio Manager,,
P003779,Real Estate Analysis,3,Macro Analyst,,
P003780,Real Estate Analysis,4,Research Analyst,,
P003781,Real Estate Analysis,4,Macro Analyst,,
P003782,Real Estate Analysis,4,Portfolio Manager,,
P003783,Real Estate Analysis,5,Portfolio Manager,,
P003784,Real Estate Analysis,5,Quant,,
P003785,Real Estate Analysis,5,Macro Analyst,,
P003786,Regulatory Compliance,1,Risk Manager,,
P003787,Regulatory Compliance,1,Macro Analyst,,
P003788,Regulatory Compliance,2,Risk Manager,,
P003789,Regulatory Compliance,2,Macro Analyst,,
P003790,Regulatory Compliance,3,Research Analyst,,
P003791,Regulatory Compliance,3,Risk Manager,,
P003792,Regulatory Compliance,4,Risk Manager,,
P003793,Regulatory Compliance,4,Macro Analyst,,
P003794,Regulatory Compliance,5,Risk Manager,,
P003795,Regulatory Compliance,5,Research Analyst,,
P003796,backtesting,1,Quant,,
P003797,backtesting,1,Spot Trader,,
P003798,backtesting,2,Quant,,
P003799,backtesting,2,Risk Manager,,
P003800,backtesting,3,Macro Analyst,,
P003801,backtesting,3,Quant,,
P003802,backtesting,4,Quant,,
P003803,backtesting,4,Portfolio Manager,,
P003804,backtesting,5,Quant,,
P003805,backtesting,5,Research Analyst,,
P003806,basis_cross_currency,1,Spot Trader,,
P003807,basis_cross_currency,1,Macro Analyst,,
P003808,basis_cross_currency,2,Spot Trader,,
P003809,basis_cross_currency,2,Quant,,
P003810,basis_cross_currency,3,Macro Analyst,,
P003811,basis_cross_currency,3,Quant,,
P003812,basis_cross_currency,4,Macro Analyst,,
P003813,basis_cross_currency,4,Quant,,
P003814,basis_cross_currency,5,Risk Manager,,
P003815,basis_cross_currency,5,Macro Analyst,,
P003816,carry_roll_analysis,1,Spot Trader,,
P003817,carry_roll_analysis,1,Research Analyst,,
P003818,carry_roll_analysis,2,Spot Trader,,
P003819,carry_roll_analysis,2,Macro Analyst,,
P003820,carry_roll_analysis,3,Quant,,
P003821,carry_roll_analysis,3,Macro Analyst,,
P003822,carry_roll_analysis,4,Portfolio Manager,,
P003823,carry_roll_analysis,4,Quant,,
P003824,carry_roll_analysis,5,Portfolio Manager,,
P003825,carry_roll_analysis,5,Macro Analyst,,
P003826,data_quality_reconciliation,1,Research Analyst,,
P003827,data_quality_reconciliation,1,Spot Trader,,
P003828,data_quality_reconciliation,2,Quant,,
P003829,data_quality_reconciliation,2,Portfolio Manager,,
P003830,data_quality_reconciliation,3,Risk Manager,,
P003831,data_quality_reconciliation,3,Macro Analyst,,
P003832,data_quality_reconciliation,4,Portfolio Manager,,
P003833,data_quality_reconciliation,4,Risk Manager,,
P003834,data_quality_reconciliation,5,Risk Manager,,
P003835,data_quality_reconciliation,5,Quant,,
P003836,event_risk_calendar,1,Macro Analyst,,
P003837,event_risk_calendar,1,Risk Manager,,
P003838,event_risk_calendar,2,Event Trader,,
P003839,event_risk_calendar,2,Macro Analyst,,
P003840,event_risk_calendar,3,Macro Analyst,,
P003841,event_risk_calendar,3,Research Analyst,,
P003842,event_risk_calendar,4,Risk Manager,,
P003843,event_risk_calendar,4,Macro Analyst,,
P003844,event_risk_calendar,5,Macro Analyst,,
P003845,event_risk_calendar,5,Risk Manager,,
P003846,execution_microstructure,1,Spot Trader,,
P003847,execution_microstructure,1,Scalper,,
P003848,execution_microstructure,2,Spot Trader,,
P003849,execution_microstructure,2,Quant,,
P003850,execution_microstructure,3,Spot Trader,,
P003851,execution_microstructure,3,Risk Manager,,
P003852,execution_microstructure,4,Spot Trader,,
P003853,execution_microstructure,4,Quant,,
P003854,execution_microstructure,5,Quant,,
P003855,execution_microstructure,5,Risk Manager,,
P003856,hedging,1,Spot Trader,,
P003857,hedging,1,Portfolio Manager,,
P003858,hedging,2,Risk Manager,,
P003859,hedging,2,Options Trader,,
P003860,hedging,3,Risk Manager,,
P003861,hedging,3,Macro Analyst,,
P003862,hedging,4,Portfolio Manager,,
P003863,hedging,4,Quant,,
P003864,hedging,5,Portfolio Manager,,
P003865,hedging,5,Risk Manager,,
P003866,historical_pricing,1,Spot Trader,,
P003867,historical_pricing,1,Macro Analyst,,
P003868,historical_pricing,2,Macro Analyst,,
P003869,historical_pricing,2,Quant,,
P003870,historical_pricing,3,Risk Manager,,
P003871,historical_pricing,3,Vol RV Trader,,
P003872,historical_pricing,4,Macro Analyst,,
P003873,historical_pricing,4,Risk Manager,,
P003874,historical_pricing,5,Quant,,
P003875,historical_pricing,5,Risk Manager,,
P003876,historical_query,1,Spot Trader,,
P003877,historical_query,1,Macro Analyst,,
P003878,historical_query,2,Macro Analyst,,
P003879,historical_query,2,Spot Trader,,
P003880,historical_query,3,Risk Manager,,
P003881,historical_query,3,Macro Analyst,,
P003882,historical_query,4,Risk Manager,,
P003883,historical_query,4,Macro Analyst,,
P003884,historical_query,5,Vol RV Trader,,
P003885,historical_query,5,Macro Analyst,,
P003886,liquidity_transaction_cost,1,Spot Trader,,
P003887,liquidity_transaction_cost,1,Macro Analyst,,
P003888,liquidity_transaction_cost,2,Portfolio Manager,,
P003889,liquidity_transaction_cost,2,Spot Trader,,
P003890,liquidity_transaction_cost,3,Portfolio Manager,,
P003891,liquidity_transaction_cost,3,Spot Trader,,
P003892,liquidity_transaction_cost,4,Portfolio Manager,,
P003893,liquidity_transaction_cost,4,Risk Manager,,
P003894,liquidity_transaction_cost,5,Quant,,
P003895,liquidity_transaction_cost,5,Macro Analyst,,
P003896,market_query,1,Portfolio Manager,,
P003897,market_query,1,Spot Trader,,
P003898,market_query,2,Macro Analyst,,
P003899,market_query,2,Portfolio Manager,,
P003900,market_query,3,Research Analyst,,
P003901,market_query,3,Risk Manager,,
P003902,market_query,4,Vol RV Trader,,
P003903,market_query,4,Quant,,
P003904,market_query,5,Portfolio Manager,,
P003905,market_query,5,Quant,,
P003906,ops_workflow_query,1,Spot Trader,,
P003907,ops_workflow_query,1,Quant,,
P003908,ops_workflow_query,2,Risk Manager,,
P003909,ops_workflow_query,2,Portfolio Manager,,
P003910,ops_workflow_query,3,Portfolio Manager,,
P003911,ops_workflow_query,3,Vol RV Trader,,
P003912,ops_workflow_query,4,Risk Manager,,
P003913,ops_workflow_query,4,Macro Analyst,,
P003914,ops_workflow_query,5,Risk Manager,,
P003915,ops_workflow_query,5,Macro Analyst,,
P003916,pnl_attribution,1,Portfolio Manager,,
P003917,pnl_attribution,1,Spot Trader,,
P003918,pnl_attribution,2,Portfolio Manager,,
P003919,pnl_attribution,2,Research Analyst,,
P003920,pnl_attribution,3,Portfolio Manager,,
P003921,pnl_attribution,3,Risk Manager,,
P003922,pnl_attribution,4,Risk Manager,,
P003923,pnl_attribution,4,Portfolio Manager,,
P003924,pnl_attribution,5,Portfolio Manager,,
P003925,pnl_attribution,5,Quant,,
P003926,portfolio_analytics,1,Quant,,
P003927,portfolio_analytics,1,Portfolio Manager,,
P003928,portfolio_analytics,2,Vol RV Trader,,
P003929,portfolio_analytics,2,Macro Analyst,,
P003930,portfolio_analytics,3,Macro Analyst,,
P003931,portfolio_analytics,3,Risk Manager,,
P003932,portfolio_analytics,4,Portfolio Manager,,
P003933,portfolio_analytics,4,Risk Manager,,
P003934,portfolio_analytics,5,Macro Analyst,,
